county,stname,ctyname,variable,value,year.label
039,Maryland,Somerset County,rdomesticmig2014,-17.579603,2014
041,Maryland,Talbot County,rdomesticmig2014,-7.397881395,2014
043,Maryland,Washington County,rdomesticmig2014,-2.556583706,2014
045,Maryland,Wicomico County,rdomesticmig2014,-0.46484487,2014
047,Maryland,Worcester County,rdomesticmig2014,2.6958360001,2014
510,Maryland,Baltimore city,rdomesticmig2014,-6.028922774,2014
000,Maryland,Maryland,rdomesticmig2015,-4.299749466,2015
001,Maryland,Allegany County,rdomesticmig2015,-4.05584695,2015
003,Maryland,Anne Arundel County,rdomesticmig2015,-0.473649676,2015
005,Maryland,Baltimore County,rdomesticmig2015,-3.139529325,2015
009,Maryland,Calvert County,rdomesticmig2015,-4.231740262,2015
011,Maryland,Caroline County,rdomesticmig2015,-2.272517888,2015
013,Maryland,Carroll County,rdomesticmig2015,-2.206607864,2015
015,Maryland,Cecil County,rdomesticmig2015,0.1466139508,2015
017,Maryland,Charles County,rdomesticmig2015,1.1674971377,2015
019,Maryland,Dorchester County,rdomesticmig2015,-4.160310637,2015
021,Maryland,Frederick County,rdomesticmig2015,-0.388921072,2015
023,Maryland,Garrett County,rdomesticmig2015,-7.582425022,2015
025,Maryland,Harford County,rdomesticmig2015,-3.547670063,2015
027,Maryland,Howard County,rdomesticmig2015,2.8102650672,2015
029,Maryland,Kent County,rdomesticmig2015,1.2156823017,2015
031,Maryland,Montgomery County,rdomesticmig2015,-8.546274029,2015
033,Maryland,Prince George's County,rdomesticmig2015,-7.360827941,2015
035,Maryland,Queen Anne's County,rdomesticmig2015,2.5975619733,2015
037,Maryland,St. Mary's County,rdomesticmig2015,1.3490816738,2015
039,Maryland,Somerset County,rdomesticmig2015,3.7845535592,2015
041,Maryland,Talbot County,rdomesticmig2015,0.6938606674,2015
043,Maryland,Washington County,rdomesticmig2015,-2.481755742,2015
045,Maryland,Wicomico County,rdomesticmig2015,-1.998346196,2015
047,Maryland,Worcester County,rdomesticmig2015,1.0874103129,2015
510,Maryland,Baltimore city,rdomesticmig2015,-9.454635976,2015
000,Maryland,Maryland,rdomesticmig2016,-4.949543461,2016
001,Maryland,Allegany County,rdomesticmig2016,-2.809358069,2016
003,Maryland,Anne Arundel County,rdomesticmig2016,0.9052597892,2016
005,Maryland,Baltimore County,rdomesticmig2016,-3.609713741,2016
009,Maryland,Calvert County,rdomesticmig2016,2.8320183365,2016
011,Maryland,Caroline County,rdomesticmig2016,4.1573050881,2016
013,Maryland,Carroll County,rdomesticmig2016,-1.639525734,2016
015,Maryland,Cecil County,rdomesticmig2016,-1.063492451,2016
017,Maryland,Charles County,rdomesticmig2016,4.4660541549,2016
019,Maryland,Dorchester County,rdomesticmig2016,-5.010438413,2016
021,Maryland,Frederick County,rdomesticmig2016,1.828012463,2016
023,Maryland,Garrett County,rdomesticmig2016,-0.510152025,2016
025,Maryland,Harford County,rdomesticmig2016,-0.412041204,2016
027,Maryland,Howard County,rdomesticmig2016,3.2022045456,2016
029,Maryland,Kent County,rdomesticmig2016,2.9968253968,2016
031,Maryland,Montgomery County,rdomesticmig2016,-8.973893558,2016
033,Maryland,Prince George's County,rdomesticmig2016,-10.38112651,2016
035,Maryland,Queen Anne's County,rdomesticmig2016,-0.407892724,2016
037,Maryland,St. Mary's County,rdomesticmig2016,-0.098808016,2016
039,Maryland,Somerset County,rdomesticmig2016,4.5030181868,2016
041,Maryland,Talbot County,rdomesticmig2016,-5.259133048,2016
043,Maryland,Washington County,rdomesticmig2016,0.8635087238,2016
045,Maryland,Wicomico County,rdomesticmig2016,-1.912364663,2016
047,Maryland,Worcester County,rdomesticmig2016,3.9280887515,2016
510,Maryland,Baltimore city,rdomesticmig2016,-16.54605537,2016
000,Maryland,Maryland,rdomesticmig2017,-3.991992075,2017
001,Maryland,Allegany County,rdomesticmig2017,-6.553217002,2017
003,Maryland,Anne Arundel County,rdomesticmig2017,1.3658024484,2017
005,Maryland,Baltimore County,rdomesticmig2017,-4.663234008,2017
009,Maryland,Calvert County,rdomesticmig2017,1.4254933029,2017
011,Maryland,Caroline County,rdomesticmig2017,5.3681911925,2017
013,Maryland,Carroll County,rdomesticmig2017,2.3899859588,2017
015,Maryland,Cecil County,rdomesticmig2017,-2.749341913,2017
017,Maryland,Charles County,rdomesticmig2017,8.5609573625,2017
019,Maryland,Dorchester County,rdomesticmig2017,-3.819519921,2017
021,Maryland,Frederick County,rdomesticmig2017,8.8682271374,2017
023,Maryland,Garrett County,rdomesticmig2017,-2.455996725,2017
025,Maryland,Harford County,rdomesticmig2017,3.4843136201,2017
027,Maryland,Howard County,rdomesticmig2017,2.1291573293,2017
029,Maryland,Kent County,rdomesticmig2017,-6.547482033,2017
031,Maryland,Montgomery County,rdomesticmig2017,-7.094124029,2017
033,Maryland,Prince George's County,rdomesticmig2017,-11.02634389,2017
035,Maryland,Queen Anne's County,rdomesticmig2017,8.8716946355,2017
037,Maryland,St. Mary's County,rdomesticmig2017,0.937073297,2017
039,Maryland,Somerset County,rdomesticmig2017,2.5507246377,2017
041,Maryland,Talbot County,rdomesticmig2017,0.2427740987,2017
043,Maryland,Washington County,rdomesticmig2017,2.1203321854,2017
045,Maryland,Wicomico County,rdomesticmig2017,-3.217619646,2017
047,Maryland,Worcester County,rdomesticmig2017,7.1649789808,2017
510,Maryland,Baltimore city,rdomesticmig2017,-15.0527458,2017
000,Maryland,Maryland,rdomesticmig2018,-4.063439576,2018
001,Maryland,Allegany County,rdomesticmig2018,-2.936197414,2018
003,Maryland,Anne Arundel County,rdomesticmig2018,2.8685378386,2018
005,Maryland,Baltimore County,rdomesticmig2018,-4.605819796,2018
009,Maryland,Calvert County,rdomesticmig2018,5.060861219,2018
011,Maryland,Caroline County,rdomesticmig2018,2.8308137084,2018
013,Maryland,Carroll County,rdomesticmig2018,3.9934652387,2018
015,Maryland,Cecil County,rdomesticmig2018,0.6426516195,2018
017,Maryland,Charles County,rdomesticmig2018,8.113312188,2018
019,Maryland,Dorchester County,rdomesticmig2018,-5.39419734,2018
021,Maryland,Frederick County,rdomesticmig2018,12.013256824,2018
023,Maryland,Garrett County,rdomesticmig2018,-1.061207723,2018
025,Maryland,Harford County,rdomesticmig2018,5.3692230442,2018
027,Maryland,Howard County,rdomesticmig2018,2.6829761738,2018
029,Maryland,Kent County,rdomesticmig2018,4.7398248326,2018
031,Maryland,Montgomery County,rdomesticmig2018,-10.21510264,2018
033,Maryland,Prince George's County,rdomesticmig2018,-10.94103819,2018
035,Maryland,Queen Anne's County,rdomesticmig2018,8.807221922,2018
037,Maryland,St. Mary's County,rdomesticmig2018,-2.727955322,2018
039,Maryland,Somerset County,rdomesticmig2018,-9.614639063,2018
041,Maryland,Talbot County,rdomesticmig2018,2.6220468184,2018
043,Maryland,Washington County,rdomesticmig2018,2.0583372619,2018
045,Maryland,Wicomico County,rdomesticmig2018,3.356716839,2018
047,Maryland,Worcester County,rdomesticmig2018,10.096711799,2018
510,Maryland,Baltimore city,rdomesticmig2018,-17.10746856,2018
000,Maryland,Maryland,rnetmig2011,3.6007328405,2011
001,Maryland,Allegany County,rnetmig2011,-2.581456316,2011
003,Maryland,Anne Arundel County,rnetmig2011,4.2582200898,2011
005,Maryland,Baltimore County,rnetmig2011,4.9315870435,2011
009,Maryland,Calvert County,rnetmig2011,0.5384002782,2011
011,Maryland,Caroline County,rnetmig2011,-9.038382797,2011
013,Maryland,Carroll County,rnetmig2011,-2.034521035,2011
015,Maryland,Cecil County,rnetmig2011,0.8484274496,2011
017,Maryland,Charles County,rnetmig2011,7.6264265805,2011
019,Maryland,Dorchester County,rnetmig2011,-1.040041602,2011
021,Maryland,Frederick County,rnetmig2011,7.3133432457,2011
023,Maryland,Garrett County,rnetmig2011,1.2937683491,2011
025,Maryland,Harford County,rnetmig2011,2.2848361281,2011
027,Maryland,Howard County,rnetmig2011,10.539206846,2011
029,Maryland,Kent County,rnetmig2011,5.2398724635,2011
031,Maryland,Montgomery County,rnetmig2011,8.2809991261,2011
033,Maryland,Prince George's County,rnetmig2011,1.1682014642,2011
035,Maryland,Queen Anne's County,rnetmig2011,6.5992859448,2011
037,Maryland,St. Mary's County,rnetmig2011,8.8599287455,2011
039,Maryland,Somerset County,rnetmig2011,-6.373655557,2011
041,Maryland,Talbot County,rnetmig2011,3.693200554,2011
043,Maryland,Washington County,rnetmig2011,4.7622259696,2011
045,Maryland,Wicomico County,rnetmig2011,6.7429731386,2011
047,Maryland,Worcester County,rnetmig2011,3.2620725811,2011
510,Maryland,Baltimore city,rnetmig2011,-5.169773659,2011
000,Maryland,Maryland,rnetmig2012,3.3151791867,2012
001,Maryland,Allegany County,rnetmig2012,-5.306468774,2012
003,Maryland,Anne Arundel County,rnetmig2012,4.726703225,2012
005,Maryland,Baltimore County,rnetmig2012,3.9440281576,2012
009,Maryland,Calvert County,rnetmig2012,1.2176526115,2012
011,Maryland,Caroline County,rnetmig2012,-10.31777527,2012
013,Maryland,Carroll County,rnetmig2012,-1.359073914,2012
015,Maryland,Cecil County,rnetmig2012,-1.554246141,2012
017,Maryland,Charles County,rnetmig2012,3.1216440659,2012
019,Maryland,Dorchester County,rnetmig2012,-6.291527921,2012
021,Maryland,Frederick County,rnetmig2012,5.3385782523,2012
023,Maryland,Garrett County,rnetmig2012,-5.889007187,2012
025,Maryland,Harford County,rnetmig2012,4.5026854581,2012
027,Maryland,Howard County,rnetmig2012,12.550776664,2012
029,Maryland,Kent County,rnetmig2012,-11.58713977,2012
031,Maryland,Montgomery County,rnetmig2012,6.758823338,2012
033,Maryland,Prince George's County,rnetmig2012,1.4160812373,2012
035,Maryland,Queen Anne's County,rnetmig2012,4.5264300109,2012
037,Maryland,St. Mary's County,rnetmig2012,5.2411918859,2012
039,Maryland,Somerset County,rnetmig2012,-10.21286362,2012
041,Maryland,Talbot County,rnetmig2012,3.8459512144,2012
043,Maryland,Washington County,rnetmig2012,-0.24848725,2012
045,Maryland,Wicomico County,rnetmig2012,1.7447048209,2012
047,Maryland,Worcester County,rnetmig2012,4.0550634938,2012
510,Maryland,Baltimore city,rnetmig2012,-0.524362341,2012
000,Maryland,Maryland,rnetmig2013,1.7758358977,2013
001,Maryland,Allegany County,rnetmig2013,-1.952515898,2013
003,Maryland,Anne Arundel County,rnetmig2013,4.2722172934,2013
005,Maryland,Baltimore County,rnetmig2013,3.2238771756,2013
009,Maryland,Calvert County,rnetmig2013,4.7293134169,2013
011,Maryland,Caroline County,rnetmig2013,-1.011060388,2013
013,Maryland,Carroll County,rnetmig2013,0.4906786025,2013
015,Maryland,Cecil County,rnetmig2013,-0.412484532,2013
017,Maryland,Charles County,rnetmig2013,7.5434622777,2013
019,Maryland,Dorchester County,rnetmig2013,1.9682617788,2013
021,Maryland,Frederick County,rnetmig2013,2.2088829542,2013
023,Maryland,Garrett County,rnetmig2013,0.0667467628,2013
025,Maryland,Harford County,rnetmig2013,-1.125745807,2013
027,Maryland,Howard County,rnetmig2013,8.1586473699,2013
029,Maryland,Kent County,rnetmig2013,-4.826303353,2013
031,Maryland,Montgomery County,rnetmig2013,3.0179295282,2013
033,Maryland,Prince George's County,rnetmig2013,1.9063345273,2013
035,Maryland,Queen Anne's County,rnetmig2013,0.0412243636,2013
037,Maryland,St. Mary's County,rnetmig2013,-1.82541175,2013
039,Maryland,Somerset County,rnetmig2013,-4.115859522,2013
041,Maryland,Talbot County,rnetmig2013,1.2387817767,2013
043,Maryland,Washington County,rnetmig2013,-1.664261987,2013
045,Maryland,Wicomico County,rnetmig2013,0.2085340059,2013
047,Maryland,Worcester County,rnetmig2013,2.9477358674,2013
510,Maryland,Baltimore city,rnetmig2013,-4.881691249,2013
000,Maryland,Maryland,rnetmig2014,1.1602551753,2014
001,Maryland,Allegany County,rnetmig2014,-4.898582959,2014
003,Maryland,Anne Arundel County,rnetmig2014,2.6526079046,2014
005,Maryland,Baltimore County,rnetmig2014,0.8025526273,2014
009,Maryland,Calvert County,rnetmig2014,-1.955984816,2014
011,Maryland,Caroline County,rnetmig2014,-3.988831272,2014
013,Maryland,Carroll County,rnetmig2014,0.3348120867,2014
015,Maryland,Cecil County,rnetmig2014,1.2445367775,2014
017,Maryland,Charles County,rnetmig2014,5.6738605051,2014
019,Maryland,Dorchester County,rnetmig2014,-2.736188397,2014
021,Maryland,Frederick County,rnetmig2014,4.5897308899,2014
023,Maryland,Garrett County,rnetmig2014,-9.863620351,2014
025,Maryland,Harford County,rnetmig2014,-1.103925559,2014
027,Maryland,Howard County,rnetmig2014,4.9526598437,2014
029,Maryland,Kent County,rnetmig2014,3.1326579592,2014
031,Maryland,Montgomery County,rnetmig2014,1.893537727,2014
033,Maryland,Prince George's County,rnetmig2014,2.6490214269,2014
035,Maryland,Queen Anne's County,rnetmig2014,4.0690505549,2014
037,Maryland,St. Mary's County,rnetmig2014,0.6753242012,2014
039,Maryland,Somerset County,rnetmig2014,-16.02732018,2014
041,Maryland,Talbot County,rnetmig2014,-7.371365691,2014
043,Maryland,Washington County,rnetmig2014,-1.207834822,2014
045,Maryland,Wicomico County,rnetmig2014,2.6703854256,2014
047,Maryland,Worcester County,rnetmig2014,3.3552491224,2014
510,Maryland,Baltimore city,rnetmig2014,-2.906085278,2014
000,Maryland,Maryland,rnetmig2015,0.3157837809,2015
001,Maryland,Allegany County,rnetmig2015,-2.914710351,2015
003,Maryland,Anne Arundel County,rnetmig2015,1.9818499581,2015
005,Maryland,Baltimore County,rnetmig2015,0.721341356,2015
009,Maryland,Calvert County,rnetmig2015,-3.314679056,2015
011,Maryland,Caroline County,rnetmig2015,-0.276387311,2015
013,Maryland,Carroll County,rnetmig2015,-1.782030199,2015
015,Maryland,Cecil County,rnetmig2015,1.1924601332,2015
017,Maryland,Charles County,rnetmig2015,2.5285020883,2015
019,Maryland,Dorchester County,rnetmig2015,-2.465369266,2015
021,Maryland,Frederick County,rnetmig2015,2.9107671775,2015
023,Maryland,Garrett County,rnetmig2015,-7.311624128,2015
025,Maryland,Harford County,rnetmig2015,-2.192740705,2015
027,Maryland,Howard County,rnetmig2015,7.9618787059,2015
029,Maryland,Kent County,rnetmig2015,2.0767905987,2015
031,Maryland,Montgomery County,rnetmig2015,1.2478084454,2015
033,Maryland,Prince George's County,rnetmig2015,-0.376739651,2015
035,Maryland,Queen Anne's County,rnetmig2015,3.7429436309,2015
037,Maryland,St. Mary's County,rnetmig2015,2.8701938965,2015
039,Maryland,Somerset County,rnetmig2015,5.3842102183,2015
041,Maryland,Talbot County,rnetmig2015,0.8272954112,2015
043,Maryland,Washington County,rnetmig2015,-0.898798025,2015
045,Maryland,Wicomico County,rnetmig2015,1.5750511892,2015
047,Maryland,Worcester County,rnetmig2015,1.5534433042,2015
510,Maryland,Baltimore city,rnetmig2015,-5.796123872,2015
000,Maryland,Maryland,rnetmig2016,-1.352134682,2016
001,Maryland,Allegany County,rnetmig2016,-1.937488323,2016
003,Maryland,Anne Arundel County,rnetmig2016,2.4205090849,2016
005,Maryland,Baltimore County,rnetmig2016,-0.613494339,2016
009,Maryland,Calvert County,rnetmig2016,3.3719751399,2016
011,Maryland,Caroline County,rnetmig2016,5.8385681752,2016
013,Maryland,Carroll County,rnetmig2016,-1.346325877,2016
015,Maryland,Cecil County,rnetmig2016,-0.282947533,2016
017,Maryland,Charles County,rnetmig2016,5.3733212364,2016
019,Maryland,Dorchester County,rnetmig2016,-3.371220908,2016
021,Maryland,Frederick County,rnetmig2016,4.3872299112,2016
023,Maryland,Garrett County,rnetmig2016,-0.34010135,2016
025,Maryland,Harford County,rnetmig2016,0.6080608061,2016
027,Maryland,Howard County,rnetmig2016,7.1347923989,2016
029,Maryland,Kent County,rnetmig2016,3.5047619048,2016
031,Maryland,Montgomery County,rnetmig2016,-1.213939184,2016
033,Maryland,Prince George's County,rnetmig2016,-4.779243922,2016
035,Maryland,Queen Anne's County,rnetmig2016,0.387498088,2016
037,Maryland,St. Mary's County,rnetmig2016,0.709621206,2016
039,Maryland,Somerset County,rnetmig2016,5.6675918557,2016
041,Maryland,Talbot County,rnetmig2016,-5.205468425,2016
043,Maryland,Washington County,rnetmig2016,2.1888942068,2016
045,Maryland,Wicomico County,rnetmig2016,0.9708928291,2016
047,Maryland,Worcester County,rnetmig2016,4.1614405585,2016
510,Maryland,Baltimore city,rnetmig2016,-13.61551988,2016
000,Maryland,Maryland,rnetmig2017,-0.208652287,2017
001,Maryland,Allegany County,rnetmig2017,-5.605091989,2017
003,Maryland,Anne Arundel County,rnetmig2017,2.5771182446,2017
005,Maryland,Baltimore County,rnetmig2017,-1.46027773,2017
009,Maryland,Calvert County,rnetmig2017,1.9298986255,2017
011,Maryland,Caroline County,rnetmig2017,7.0969307291,2017
013,Maryland,Carroll County,rnetmig2017,2.7006841335,2017
015,Maryland,Cecil County,rnetmig2017,-1.949887881,2017
017,Maryland,Charles County,rnetmig2017,9.3375043799,2017
019,Maryland,Dorchester County,rnetmig2017,-2.173710524,2017
021,Maryland,Frederick County,rnetmig2017,11.505812121,2017
023,Maryland,Garrett County,rnetmig2017,-2.217219266,2017
025,Maryland,Harford County,rnetmig2017,4.4678855791,2017
027,Maryland,Howard County,rnetmig2017,6.2016431677,2017
029,Maryland,Kent County,rnetmig2017,-6.342873219,2017
031,Maryland,Montgomery County,rnetmig2017,1.2238513107,2017
033,Maryland,Prince George's County,rnetmig2017,-5.054107908,2017
035,Maryland,Queen Anne's County,rnetmig2017,9.8236801329,2017
037,Maryland,St. Mary's County,rnetmig2017,1.5974868587,2017
039,Maryland,Somerset County,rnetmig2017,3.9420289855,2017
041,Maryland,Talbot County,rnetmig2017,0.2967238984,2017
043,Maryland,Washington County,rnetmig2017,3.4738775742,2017
045,Maryland,Wicomico County,rnetmig2017,-0.371639959,2017
047,Maryland,Worcester County,rnetmig2017,7.3979864273,2017
510,Maryland,Baltimore city,rnetmig2017,-11.87575978,2017
000,Maryland,Maryland,rnetmig2018,-0.322019051,2018
001,Maryland,Allegany County,rnetmig2018,-1.994928386,2018
003,Maryland,Anne Arundel County,rnetmig2018,3.7852151795,2018
