county,stname,ctyname,variable,value,year.label
043,Maryland,Washington County,residual2010,0,2010
045,Maryland,Wicomico County,residual2010,-9,2010
047,Maryland,Worcester County,residual2010,-9,2010
510,Maryland,Baltimore city,residual2010,-59,2010
000,Maryland,Maryland,residual2011,-453,2011
001,Maryland,Allegany County,residual2011,-5,2011
003,Maryland,Anne Arundel County,residual2011,-43,2011
005,Maryland,Baltimore County,residual2011,-117,2011
009,Maryland,Calvert County,residual2011,2,2011
011,Maryland,Caroline County,residual2011,3,2011
013,Maryland,Carroll County,residual2011,-2,2011
015,Maryland,Cecil County,residual2011,-12,2011
017,Maryland,Charles County,residual2011,1,2011
019,Maryland,Dorchester County,residual2011,-3,2011
021,Maryland,Frederick County,residual2011,-10,2011
023,Maryland,Garrett County,residual2011,-1,2011
025,Maryland,Harford County,residual2011,-29,2011
027,Maryland,Howard County,residual2011,-13,2011
029,Maryland,Kent County,residual2011,3,2011
031,Maryland,Montgomery County,residual2011,-127,2011
033,Maryland,Prince George's County,residual2011,-61,2011
035,Maryland,Queen Anne's County,residual2011,-2,2011
037,Maryland,St. Mary's County,residual2011,13,2011
039,Maryland,Somerset County,residual2011,1,2011
041,Maryland,Talbot County,residual2011,-7,2011
043,Maryland,Washington County,residual2011,-5,2011
045,Maryland,Wicomico County,residual2011,-2,2011
047,Maryland,Worcester County,residual2011,-4,2011
510,Maryland,Baltimore city,residual2011,-33,2011
000,Maryland,Maryland,residual2012,-615,2012
001,Maryland,Allegany County,residual2012,3,2012
003,Maryland,Anne Arundel County,residual2012,-62,2012
005,Maryland,Baltimore County,residual2012,-143,2012
009,Maryland,Calvert County,residual2012,-6,2012
011,Maryland,Caroline County,residual2012,7,2012
013,Maryland,Carroll County,residual2012,-2,2012
015,Maryland,Cecil County,residual2012,-8,2012
017,Maryland,Charles County,residual2012,-14,2012
019,Maryland,Dorchester County,residual2012,1,2012
021,Maryland,Frederick County,residual2012,-42,2012
023,Maryland,Garrett County,residual2012,-1,2012
025,Maryland,Harford County,residual2012,-29,2012
027,Maryland,Howard County,residual2012,-7,2012
029,Maryland,Kent County,residual2012,2,2012
031,Maryland,Montgomery County,residual2012,-101,2012
033,Maryland,Prince George's County,residual2012,-87,2012
035,Maryland,Queen Anne's County,residual2012,-5,2012
037,Maryland,St. Mary's County,residual2012,-15,2012
039,Maryland,Somerset County,residual2012,6,2012
041,Maryland,Talbot County,residual2012,-7,2012
043,Maryland,Washington County,residual2012,-17,2012
045,Maryland,Wicomico County,residual2012,-9,2012
047,Maryland,Worcester County,residual2012,-3,2012
510,Maryland,Baltimore city,residual2012,-76,2012
000,Maryland,Maryland,residual2013,-481,2013
001,Maryland,Allegany County,residual2013,-6,2013
003,Maryland,Anne Arundel County,residual2013,-27,2013
005,Maryland,Baltimore County,residual2013,-124,2013
009,Maryland,Calvert County,residual2013,-11,2013
011,Maryland,Caroline County,residual2013,-2,2013
013,Maryland,Carroll County,residual2013,-10,2013
015,Maryland,Cecil County,residual2013,-13,2013
017,Maryland,Charles County,residual2013,-5,2013
019,Maryland,Dorchester County,residual2013,-4,2013
021,Maryland,Frederick County,residual2013,-21,2013
023,Maryland,Garrett County,residual2013,-2,2013
025,Maryland,Harford County,residual2013,-16,2013
027,Maryland,Howard County,residual2013,-37,2013
029,Maryland,Kent County,residual2013,0,2013
031,Maryland,Montgomery County,residual2013,-23,2013
033,Maryland,Prince George's County,residual2013,-113,2013
035,Maryland,Queen Anne's County,residual2013,-5,2013
037,Maryland,St. Mary's County,residual2013,-5,2013
039,Maryland,Somerset County,residual2013,2,2013
041,Maryland,Talbot County,residual2013,-6,2013
043,Maryland,Washington County,residual2013,-3,2013
045,Maryland,Wicomico County,residual2013,-6,2013
047,Maryland,Worcester County,residual2013,-8,2013
510,Maryland,Baltimore city,residual2013,-36,2013
000,Maryland,Maryland,residual2014,-453,2014
001,Maryland,Allegany County,residual2014,0,2014
003,Maryland,Anne Arundel County,residual2014,-75,2014
005,Maryland,Baltimore County,residual2014,-97,2014
009,Maryland,Calvert County,residual2014,7,2014
011,Maryland,Caroline County,residual2014,1,2014
013,Maryland,Carroll County,residual2014,-13,2014
015,Maryland,Cecil County,residual2014,-15,2014
017,Maryland,Charles County,residual2014,-21,2014
019,Maryland,Dorchester County,residual2014,-3,2014
021,Maryland,Frederick County,residual2014,-37,2014
023,Maryland,Garrett County,residual2014,2,2014
025,Maryland,Harford County,residual2014,-20,2014
027,Maryland,Howard County,residual2014,-9,2014
029,Maryland,Kent County,residual2014,-3,2014
031,Maryland,Montgomery County,residual2014,60,2014
033,Maryland,Prince George's County,residual2014,-92,2014
035,Maryland,Queen Anne's County,residual2014,-9,2014
037,Maryland,St. Mary's County,residual2014,-13,2014
039,Maryland,Somerset County,residual2014,10,2014
041,Maryland,Talbot County,residual2014,0,2014
043,Maryland,Washington County,residual2014,-9,2014
045,Maryland,Wicomico County,residual2014,-19,2014
047,Maryland,Worcester County,residual2014,-5,2014
510,Maryland,Baltimore city,residual2014,-93,2014
000,Maryland,Maryland,residual2015,-332,2015
001,Maryland,Allegany County,residual2015,-4,2015
003,Maryland,Anne Arundel County,residual2015,-73,2015
005,Maryland,Baltimore County,residual2015,-74,2015
009,Maryland,Calvert County,residual2015,4,2015
011,Maryland,Caroline County,residual2015,-4,2015
013,Maryland,Carroll County,residual2015,-5,2015
015,Maryland,Cecil County,residual2015,-13,2015
017,Maryland,Charles County,residual2015,-14,2015
019,Maryland,Dorchester County,residual2015,-4,2015
021,Maryland,Frederick County,residual2015,-27,2015
023,Maryland,Garrett County,residual2015,1,2015
025,Maryland,Harford County,residual2015,-8,2015
027,Maryland,Howard County,residual2015,-33,2015
029,Maryland,Kent County,residual2015,-4,2015
031,Maryland,Montgomery County,residual2015,28,2015
033,Maryland,Prince George's County,residual2015,-30,2015
035,Maryland,Queen Anne's County,residual2015,-6,2015
037,Maryland,St. Mary's County,residual2015,-13,2015
039,Maryland,Somerset County,residual2015,-2,2015
041,Maryland,Talbot County,residual2015,-5,2015
043,Maryland,Washington County,residual2015,-8,2015
045,Maryland,Wicomico County,residual2015,-9,2015
047,Maryland,Worcester County,residual2015,-6,2015
510,Maryland,Baltimore city,residual2015,-23,2015
000,Maryland,Maryland,residual2016,-66,2016
001,Maryland,Allegany County,residual2016,-2,2016
003,Maryland,Anne Arundel County,residual2016,-18,2016
005,Maryland,Baltimore County,residual2016,-17,2016
009,Maryland,Calvert County,residual2016,-4,2016
011,Maryland,Caroline County,residual2016,-1,2016
013,Maryland,Carroll County,residual2016,-3,2016
015,Maryland,Cecil County,residual2016,-3,2016
017,Maryland,Charles County,residual2016,-8,2016
019,Maryland,Dorchester County,residual2016,-2,2016
021,Maryland,Frederick County,residual2016,-12,2016
023,Maryland,Garrett County,residual2016,-3,2016
025,Maryland,Harford County,residual2016,-10,2016
027,Maryland,Howard County,residual2016,-14,2016
029,Maryland,Kent County,residual2016,0,2016
031,Maryland,Montgomery County,residual2016,28,2016
033,Maryland,Prince George's County,residual2016,15,2016
035,Maryland,Queen Anne's County,residual2016,-2,2016
037,Maryland,St. Mary's County,residual2016,-4,2016
039,Maryland,Somerset County,residual2016,1,2016
041,Maryland,Talbot County,residual2016,-4,2016
043,Maryland,Washington County,residual2016,-9,2016
045,Maryland,Wicomico County,residual2016,-2,2016
047,Maryland,Worcester County,residual2016,-4,2016
510,Maryland,Baltimore city,residual2016,12,2016
000,Maryland,Maryland,residual2017,-129,2017
001,Maryland,Allegany County,residual2017,-3,2017
003,Maryland,Anne Arundel County,residual2017,-16,2017
005,Maryland,Baltimore County,residual2017,-4,2017
009,Maryland,Calvert County,residual2017,-6,2017
011,Maryland,Caroline County,residual2017,-1,2017
013,Maryland,Carroll County,residual2017,-13,2017
015,Maryland,Cecil County,residual2017,-1,2017
017,Maryland,Charles County,residual2017,-10,2017
019,Maryland,Dorchester County,residual2017,-2,2017
021,Maryland,Frederick County,residual2017,-7,2017
023,Maryland,Garrett County,residual2017,-1,2017
025,Maryland,Harford County,residual2017,-19,2017
027,Maryland,Howard County,residual2017,-19,2017
029,Maryland,Kent County,residual2017,-2,2017
031,Maryland,Montgomery County,residual2017,17,2017
033,Maryland,Prince George's County,residual2017,-1,2017
035,Maryland,Queen Anne's County,residual2017,-2,2017
037,Maryland,St. Mary's County,residual2017,-5,2017
039,Maryland,Somerset County,residual2017,-2,2017
041,Maryland,Talbot County,residual2017,-4,2017
043,Maryland,Washington County,residual2017,-10,2017
045,Maryland,Wicomico County,residual2017,-3,2017
047,Maryland,Worcester County,residual2017,-2,2017
510,Maryland,Baltimore city,residual2017,-13,2017
000,Maryland,Maryland,residual2018,-75,2018
001,Maryland,Allegany County,residual2018,-1,2018
003,Maryland,Anne Arundel County,residual2018,-13,2018
005,Maryland,Baltimore County,residual2018,0,2018
009,Maryland,Calvert County,residual2018,-8,2018
011,Maryland,Caroline County,residual2018,-3,2018
013,Maryland,Carroll County,residual2018,-16,2018
015,Maryland,Cecil County,residual2018,-7,2018
017,Maryland,Charles County,residual2018,-9,2018
019,Maryland,Dorchester County,residual2018,-2,2018
021,Maryland,Frederick County,residual2018,-5,2018
023,Maryland,Garrett County,residual2018,-1,2018
025,Maryland,Harford County,residual2018,-18,2018
027,Maryland,Howard County,residual2018,-23,2018
029,Maryland,Kent County,residual2018,-1,2018
031,Maryland,Montgomery County,residual2018,51,2018
033,Maryland,Prince George's County,residual2018,7,2018
035,Maryland,Queen Anne's County,residual2018,-3,2018
037,Maryland,St. Mary's County,residual2018,-3,2018
039,Maryland,Somerset County,residual2018,1,2018
041,Maryland,Talbot County,residual2018,-4,2018
043,Maryland,Washington County,residual2018,-10,2018
045,Maryland,Wicomico County,residual2018,-3,2018
047,Maryland,Worcester County,residual2018,-2,2018
510,Maryland,Baltimore city,residual2018,-2,2018
000,Maryland,Maryland,gqestimatesbase2010,138537,2010
001,Maryland,Allegany County,gqestimatesbase2010,7924,2010
003,Maryland,Anne Arundel County,gqestimatesbase2010,14133,2010
005,Maryland,Baltimore County,gqestimatesbase2010,20781,2010
009,Maryland,Calvert County,gqestimatesbase2010,650,2010
011,Maryland,Caroline County,gqestimatesbase2010,442,2010
013,Maryland,Carroll County,gqestimatesbase2010,3319,2010
015,Maryland,Cecil County,gqestimatesbase2010,1551,2010
017,Maryland,Charles County,gqestimatesbase2010,1405,2010
019,Maryland,Dorchester County,gqestimatesbase2010,506,2010
021,Maryland,Frederick County,gqestimatesbase2010,4182,2010
023,Maryland,Garrett County,gqestimatesbase2010,515,2010
025,Maryland,Harford County,gqestimatesbase2010,2743,2010
027,Maryland,Howard County,gqestimatesbase2010,2322,2010
029,Maryland,Kent County,gqestimatesbase2010,1526,2010
031,Maryland,Montgomery County,gqestimatesbase2010,8933,2010
033,Maryland,Prince George's County,gqestimatesbase2010,19427,2010
035,Maryland,Queen Anne's County,gqestimatesbase2010,426,2010
037,Maryland,St. Mary's County,gqestimatesbase2010,2926,2010
039,Maryland,Somerset County,gqestimatesbase2010,5651,2010
041,Maryland,Talbot County,gqestimatesbase2010,383,2010
043,Maryland,Washington County,gqestimatesbase2010,8425,2010
045,Maryland,Wicomico County,gqestimatesbase2010,4403,2010
047,Maryland,Worcester County,gqestimatesbase2010,735,2010
510,Maryland,Baltimore city,gqestimatesbase2010,25229,2010
000,Maryland,Maryland,gqestimates2010,139041,2010
001,Maryland,Allegany County,gqestimates2010,7853,2010
003,Maryland,Anne Arundel County,gqestimates2010,14204,2010
005,Maryland,Baltimore County,gqestimates2010,20786,2010
009,Maryland,Calvert County,gqestimates2010,653,2010
011,Maryland,Caroline County,gqestimates2010,442,2010
013,Maryland,Carroll County,gqestimates2010,3319,2010
015,Maryland,Cecil County,gqestimates2010,1542,2010
017,Maryland,Charles County,gqestimates2010,1396,2010
019,Maryland,Dorchester County,gqestimates2010,523,2010
021,Maryland,Frederick County,gqestimates2010,4181,2010
023,Maryland,Garrett County,gqestimates2010,515,2010
025,Maryland,Harford County,gqestimates2010,2763,2010
027,Maryland,Howard County,gqestimates2010,2322,2010
029,Maryland,Kent County,gqestimates2010,1527,2010
031,Maryland,Montgomery County,gqestimates2010,8936,2010
033,Maryland,Prince George's County,gqestimates2010,19453,2010
035,Maryland,Queen Anne's County,gqestimates2010,426,2010
037,Maryland,St. Mary's County,gqestimates2010,2957,2010
039,Maryland,Somerset County,gqestimates2010,5656,2010
041,Maryland,Talbot County,gqestimates2010,383,2010
043,Maryland,Washington County,gqestimates2010,8593,2010
045,Maryland,Wicomico County,gqestimates2010,4421,2010
047,Maryland,Worcester County,gqestimates2010,735,2010
510,Maryland,Baltimore city,gqestimates2010,25455,2010
000,Maryland,Maryland,gqestimates2011,141726,2011
001,Maryland,Allegany County,gqestimates2011,7888,2011
003,Maryland,Anne Arundel County,gqestimates2011,14167,2011
005,Maryland,Baltimore County,gqestimates2011,21376,2011
009,Maryland,Calvert County,gqestimates2011,646,2011
011,Maryland,Caroline County,gqestimates2011,439,2011
013,Maryland,Carroll County,gqestimates2011,3341,2011
015,Maryland,Cecil County,gqestimates2011,1462,2011
017,Maryland,Charles County,gqestimates2011,1430,2011
019,Maryland,Dorchester County,gqestimates2011,519,2011
021,Maryland,Frederick County,gqestimates2011,4370,2011
023,Maryland,Garrett County,gqestimates2011,524,2011
025,Maryland,Harford County,gqestimates2011,2741,2011
027,Maryland,Howard County,gqestimates2011,2419,2011
029,Maryland,Kent County,gqestimates2011,1658,2011
031,Maryland,Montgomery County,gqestimates2011,9495,2011
033,Maryland,Prince George's County,gqestimates2011,19677,2011
035,Maryland,Queen Anne's County,gqestimates2011,423,2011
037,Maryland,St. Mary's County,gqestimates2011,2926,2011
039,Maryland,Somerset County,gqestimates2011,5695,2011
041,Maryland,Talbot County,gqestimates2011,384,2011
043,Maryland,Washington County,gqestimates2011,8964,2011
045,Maryland,Wicomico County,gqestimates2011,4950,2011
047,Maryland,Worcester County,gqestimates2011,730,2011
510,Maryland,Baltimore city,gqestimates2011,25502,2011
000,Maryland,Maryland,gqestimates2012,140559,2012
001,Maryland,Allegany County,gqestimates2012,7745,2012
003,Maryland,Anne Arundel County,gqestimates2012,14096,2012
005,Maryland,Baltimore County,gqestimates2012,21224,2012
009,Maryland,Calvert County,gqestimates2012,626,2012
011,Maryland,Caroline County,gqestimates2012,440,2012
013,Maryland,Carroll County,gqestimates2012,3380,2012
015,Maryland,Cecil County,gqestimates2012,1473,2012
017,Maryland,Charles County,gqestimates2012,1409,2012
019,Maryland,Dorchester County,gqestimates2012,525,2012
021,Maryland,Frederick County,gqestimates2012,4360,2012
023,Maryland,Garrett County,gqestimates2012,540,2012
025,Maryland,Harford County,gqestimates2012,2748,2012
027,Maryland,Howard County,gqestimates2012,2463,2012
029,Maryland,Kent County,gqestimates2012,1518,2012
031,Maryland,Montgomery County,gqestimates2012,9513,2012
033,Maryland,Prince George's County,gqestimates2012,19636,2012
035,Maryland,Queen Anne's County,gqestimates2012,424,2012
037,Maryland,St. Mary's County,gqestimates2012,2923,2012
039,Maryland,Somerset County,gqestimates2012,5538,2012
041,Maryland,Talbot County,gqestimates2012,389,2012
043,Maryland,Washington County,gqestimates2012,8826,2012
045,Maryland,Wicomico County,gqestimates2012,4731,2012
047,Maryland,Worcester County,gqestimates2012,733,2012
510,Maryland,Baltimore city,gqestimates2012,25299,2012
000,Maryland,Maryland,gqestimates2013,139824,2013
001,Maryland,Allegany County,gqestimates2013,7674,2013
003,Maryland,Anne Arundel County,gqestimates2013,14061,2013
005,Maryland,Baltimore County,gqestimates2013,21284,2013
009,Maryland,Calvert County,gqestimates2013,640,2013
011,Maryland,Caroline County,gqestimates2013,440,2013
013,Maryland,Carroll County,gqestimates2013,3401,2013
015,Maryland,Cecil County,gqestimates2013,1410,2013
017,Maryland,Charles County,gqestimates2013,1375,2013
019,Maryland,Dorchester County,gqestimates2013,509,2013
021,Maryland,Frederick County,gqestimates2013,4239,2013
023,Maryland,Garrett County,gqestimates2013,545,2013
025,Maryland,Harford County,gqestimates2013,2749,2013
027,Maryland,Howard County,gqestimates2013,2235,2013
029,Maryland,Kent County,gqestimates2013,1521,2013
031,Maryland,Montgomery County,gqestimates2013,9114,2013
033,Maryland,Prince George's County,gqestimates2013,20325,2013
035,Maryland,Queen Anne's County,gqestimates2013,454,2013
037,Maryland,St. Mary's County,gqestimates2013,2859,2013
039,Maryland,Somerset County,gqestimates2013,5409,2013
041,Maryland,Talbot County,gqestimates2013,382,2013
043,Maryland,Washington County,gqestimates2013,8439,2013
045,Maryland,Wicomico County,gqestimates2013,4832,2013
047,Maryland,Worcester County,gqestimates2013,720,2013
510,Maryland,Baltimore city,gqestimates2013,25207,2013
000,Maryland,Maryland,gqestimates2014,140432,2014
001,Maryland,Allegany County,gqestimates2014,7589,2014
003,Maryland,Anne Arundel County,gqestimates2014,14722,2014
005,Maryland,Baltimore County,gqestimates2014,21431,2014
009,Maryland,Calvert County,gqestimates2014,643,2014
011,Maryland,Caroline County,gqestimates2014,441,2014
013,Maryland,Carroll County,gqestimates2014,3355,2014
015,Maryland,Cecil County,gqestimates2014,1438,2014
017,Maryland,Charles County,gqestimates2014,1405,2014
019,Maryland,Dorchester County,gqestimates2014,502,2014
021,Maryland,Frederick County,gqestimates2014,4324,2014
023,Maryland,Garrett County,gqestimates2014,527,2014
025,Maryland,Harford County,gqestimates2014,2762,2014
027,Maryland,Howard County,gqestimates2014,1685,2014
029,Maryland,Kent County,gqestimates2014,1499,2014
031,Maryland,Montgomery County,gqestimates2014,9108,2014
033,Maryland,Prince George's County,gqestimates2014,20047,2014
035,Maryland,Queen Anne's County,gqestimates2014,437,2014
037,Maryland,St. Mary's County,gqestimates2014,2798,2014
039,Maryland,Somerset County,gqestimates2014,5318,2014
041,Maryland,Talbot County,gqestimates2014,374,2014
043,Maryland,Washington County,gqestimates2014,8306,2014
045,Maryland,Wicomico County,gqestimates2014,4887,2014
047,Maryland,Worcester County,gqestimates2014,722,2014
510,Maryland,Baltimore city,gqestimates2014,26112,2014
000,Maryland,Maryland,gqestimates2015,140853,2015
001,Maryland,Allegany County,gqestimates2015,7598,2015
003,Maryland,Anne Arundel County,gqestimates2015,15011,2015
005,Maryland,Baltimore County,gqestimates2015,21433,2015
009,Maryland,Calvert County,gqestimates2015,641,2015
011,Maryland,Caroline County,gqestimates2015,441,2015
013,Maryland,Carroll County,gqestimates2015,3359,2015
015,Maryland,Cecil County,gqestimates2015,1427,2015
017,Maryland,Charles County,gqestimates2015,1406,2015
019,Maryland,Dorchester County,gqestimates2015,501,2015
021,Maryland,Frederick County,gqestimates2015,4356,2015
023,Maryland,Garrett County,gqestimates2015,527,2015
025,Maryland,Harford County,gqestimates2015,2767,2015
027,Maryland,Howard County,gqestimates2015,1684,2015
029,Maryland,Kent County,gqestimates2015,1498,2015
031,Maryland,Montgomery County,gqestimates2015,9182,2015
033,Maryland,Prince George's County,gqestimates2015,20046,2015
035,Maryland,Queen Anne's County,gqestimates2015,437,2015
037,Maryland,St. Mary's County,gqestimates2015,2807,2015
039,Maryland,Somerset County,gqestimates2015,5330,2015
041,Maryland,Talbot County,gqestimates2015,373,2015
043,Maryland,Washington County,gqestimates2015,8308,2015
045,Maryland,Wicomico County,gqestimates2015,4882,2015
047,Maryland,Worcester County,gqestimates2015,722,2015
510,Maryland,Baltimore city,gqestimates2015,26117,2015
000,Maryland,Maryland,gqestimates2016,140558,2016
001,Maryland,Allegany County,gqestimates2016,7591,2016
003,Maryland,Anne Arundel County,gqestimates2016,14953,2016
005,Maryland,Baltimore County,gqestimates2016,21432,2016
009,Maryland,Calvert County,gqestimates2016,641,2016
011,Maryland,Caroline County,gqestimates2016,441,2016
013,Maryland,Carroll County,gqestimates2016,3363,2016
015,Maryland,Cecil County,gqestimates2016,1411,2016
017,Maryland,Charles County,gqestimates2016,1406,2016
019,Maryland,Dorchester County,gqestimates2016,501,2016
021,Maryland,Frederick County,gqestimates2016,4368,2016
023,Maryland,Garrett County,gqestimates2016,526,2016
025,Maryland,Harford County,gqestimates2016,2755,2016
027,Maryland,Howard County,gqestimates2016,1684,2016
029,Maryland,Kent County,gqestimates2016,1501,2016
031,Maryland,Montgomery County,gqestimates2016,9068,2016
033,Maryland,Prince George's County,gqestimates2016,20031,2016
035,Maryland,Queen Anne's County,gqestimates2016,437,2016
037,Maryland,St. Mary's County,gqestimates2016,2774,2016
039,Maryland,Somerset County,gqestimates2016,5320,2016
041,Maryland,Talbot County,gqestimates2016,374,2016
043,Maryland,Washington County,gqestimates2016,8301,2016
045,Maryland,Wicomico County,gqestimates2016,4882,2016
047,Maryland,Worcester County,gqestimates2016,722,2016
510,Maryland,Baltimore city,gqestimates2016,26076,2016
000,Maryland,Maryland,gqestimates2017,140468,2017
001,Maryland,Allegany County,gqestimates2017,7597,2017
003,Maryland,Anne Arundel County,gqestimates2017,14987,2017
005,Maryland,Baltimore County,gqestimates2017,21420,2017
009,Maryland,Calvert County,gqestimates2017,642,2017
011,Maryland,Caroline County,gqestimates2017,441,2017
013,Maryland,Carroll County,gqestimates2017,3364,2017
015,Maryland,Cecil County,gqestimates2017,1373,2017
017,Maryland,Charles County,gqestimates2017,1407,2017
019,Maryland,Dorchester County,gqestimates2017,500,2017
021,Maryland,Frederick County,gqestimates2017,4344,2017
023,Maryland,Garrett County,gqestimates2017,528,2017
025,Maryland,Harford County,gqestimates2017,2748,2017
027,Maryland,Howard County,gqestimates2017,1686,2017
029,Maryland,Kent County,gqestimates2017,1502,2017
031,Maryland,Montgomery County,gqestimates2017,9014,2017
033,Maryland,Prince George's County,gqestimates2017,20020,2017
035,Maryland,Queen Anne's County,gqestimates2017,437,2017
037,Maryland,St. Mary's County,gqestimates2017,2784,2017
039,Maryland,Somerset County,gqestimates2017,5317,2017
041,Maryland,Talbot County,gqestimates2017,373,2017
043,Maryland,Washington County,gqestimates2017,8311,2017
045,Maryland,Wicomico County,gqestimates2017,4879,2017
047,Maryland,Worcester County,gqestimates2017,722,2017
510,Maryland,Baltimore city,gqestimates2017,26072,2017
000,Maryland,Maryland,gqestimates2018,140447,2018
001,Maryland,Allegany County,gqestimates2018,7592,2018
003,Maryland,Anne Arundel County,gqestimates2018,14993,2018
005,Maryland,Baltimore County,gqestimates2018,21417,2018
009,Maryland,Calvert County,gqestimates2018,642,2018
011,Maryland,Caroline County,gqestimates2018,441,2018
013,Maryland,Carroll County,gqestimates2018,3365,2018
015,Maryland,Cecil County,gqestimates2018,1372,2018
017,Maryland,Charles County,gqestimates2018,1407,2018
019,Maryland,Dorchester County,gqestimates2018,501,2018
021,Maryland,Frederick County,gqestimates2018,4348,2018
023,Maryland,Garrett County,gqestimates2018,529,2018
025,Maryland,Harford County,gqestimates2018,2748,2018
027,Maryland,Howard County,gqestimates2018,1686,2018
029,Maryland,Kent County,gqestimates2018,1504,2018
031,Maryland,Montgomery County,gqestimates2018,9013,2018
033,Maryland,Prince George's County,gqestimates2018,20009,2018
035,Maryland,Queen Anne's County,gqestimates2018,437,2018
037,Maryland,St. Mary's County,gqestimates2018,2791,2018
039,Maryland,Somerset County,gqestimates2018,5308,2018
041,Maryland,Talbot County,gqestimates2018,373,2018
043,Maryland,Washington County,gqestimates2018,8314,2018
045,Maryland,Wicomico County,gqestimates2018,4881,2018
047,Maryland,Worcester County,gqestimates2018,722,2018
510,Maryland,Baltimore city,gqestimates2018,26054,2018
000,Maryland,Maryland,rbirth2011,12.649522048,2011
001,Maryland,Allegany County,rbirth2011,9.3895457707,2011
003,Maryland,Anne Arundel County,rbirth2011,12.82262982,2011
005,Maryland,Baltimore County,rbirth2011,12.28882822,2011
009,Maryland,Calvert County,rbirth2011,10.420288717,2011
011,Maryland,Caroline County,rbirth2011,12.647669887,2011
013,Maryland,Carroll County,rbirth2011,9.2510868232,2011
015,Maryland,Cecil County,rbirth2011,11.424174263,2011
017,Maryland,Charles County,rbirth2011,12.438499281,2011
019,Maryland,Dorchester County,rbirth2011,11.318099783,2011
021,Maryland,Frederick County,rbirth2011,12.106891893,2011
023,Maryland,Garrett County,rbirth2011,8.9568578016,2011
025,Maryland,Harford County,rbirth2011,11.28595212,2011
027,Maryland,Howard County,rbirth2011,11.380831903,2011
029,Maryland,Kent County,rbirth2011,7.9586742134,2011
031,Maryland,Montgomery County,rbirth2011,13.405686645,2011
033,Maryland,Prince George's County,rbirth2011,13.954028513,2011
035,Maryland,Queen Anne's County,rbirth2011,10.075881379,2011
037,Maryland,St. Mary's County,rbirth2011,13.913369586,2011
039,Maryland,Somerset County,rbirth2011,9.1431606503,2011
041,Maryland,Talbot County,rbirth2011,9.3649014047,2011
043,Maryland,Washington County,rbirth2011,11.716694772,2011
045,Maryland,Wicomico County,rbirth2011,12.893047,2011
047,Maryland,Worcester County,rbirth2011,8.524106328,2011
510,Maryland,Baltimore city,rbirth2011,14.421880274,2011
000,Maryland,Maryland,rbirth2012,12.403139911,2012
001,Maryland,Allegany County,rbirth2012,9.1044997239,2012
003,Maryland,Anne Arundel County,rbirth2012,12.638634589,2012
005,Maryland,Baltimore County,rbirth2012,11.851706503,2012
009,Maryland,Calvert County,rbirth2012,10.143381388,2012
011,Maryland,Caroline County,rbirth2012,12.118807045,2012
013,Maryland,Carroll County,rbirth2012,9.513517397,2012
015,Maryland,Cecil County,rbirth2012,11.460106043,2012
017,Maryland,Charles County,rbirth2012,12.766723808,2012
019,Maryland,Dorchester County,rbirth2012,11.048536836,2012
021,Maryland,Frederick County,rbirth2012,11.415247449,2012
023,Maryland,Garrett County,rbirth2012,9.9813681129,2012
025,Maryland,Harford County,rbirth2012,10.54395671,2012
027,Maryland,Howard County,rbirth2012,11.437401314,2012
029,Maryland,Kent County,rbirth2012,9.1006290872,2012
031,Maryland,Montgomery County,rbirth2012,13.045099703,2012
033,Maryland,Prince George's County,rbirth2012,13.688025797,2012
035,Maryland,Queen Anne's County,rbirth2012,9.2595463236,2012
037,Maryland,St. Mary's County,rbirth2012,12.858021011,2012
039,Maryland,Somerset County,rbirth2012,10.518867022,2012
041,Maryland,Talbot County,rbirth2012,8.3767978505,2012
043,Maryland,Washington County,rbirth2012,11.705764233,2012
045,Maryland,Wicomico County,rbirth2012,12.262782455,2012
047,Maryland,Worcester County,rbirth2012,8.9832267828,2012
510,Maryland,Baltimore city,rbirth2012,14.48912873,2012
000,Maryland,Maryland,rbirth2013,12.253555567,2013
001,Maryland,Allegany County,rbirth2013,9.1930956868,2013
003,Maryland,Anne Arundel County,rbirth2013,12.246902326,2013
005,Maryland,Baltimore County,rbirth2013,11.631075786,2013
009,Maryland,Calvert County,rbirth2013,10.546590953,2013
011,Maryland,Caroline County,rbirth2013,11.550598977,2013
013,Maryland,Carroll County,rbirth2013,9.4425711559,2013
015,Maryland,Cecil County,rbirth2013,10.81298737,2013
017,Maryland,Charles County,rbirth2013,12.132841426,2013
019,Maryland,Dorchester County,rbirth2013,12.424652479,2013
021,Maryland,Frederick County,rbirth2013,11.235768096,2013
023,Maryland,Garrett County,rbirth2013,9.7784007476,2013
025,Maryland,Harford County,rbirth2013,10.658400476,2013
027,Maryland,Howard County,rbirth2013,11.453294315,2013
029,Maryland,Kent County,rbirth2013,9.0995927807,2013
031,Maryland,Montgomery County,rbirth2013,12.967897776,2013
033,Maryland,Prince George's County,rbirth2013,13.488812277,2013
035,Maryland,Queen Anne's County,rbirth2013,9.0075234464,2013
037,Maryland,St. Mary's County,rbirth2013,12.667807167,2013
039,Maryland,Somerset County,rbirth2013,10.655075586,2013
041,Maryland,Talbot County,rbirth2013,8.7241865553,2013
043,Maryland,Washington County,rbirth2013,11.602858773,2013
045,Maryland,Wicomico County,rbirth2013,11.886438338,2013
047,Maryland,Worcester County,rbirth2013,8.22263163,2013
510,Maryland,Baltimore city,rbirth2013,14.466827784,2013
